timestamp,location_id,occupancy,day_of_week,hour_of_day,is_weekend,is_holiday,temperature,precipitation,month
2024-01-01 00:00:00,B2,25,0,0,0,0,18.122260825008514,0.6536728033917674,1
2024-01-01 01:00:00,B2,62,0,1,0,0,21.88314456376735,0.0702415368420185,1
2024-01-01 02:00:00,B2,23,0,2,0,0,18.116555708789967,0.5709702602013197,1
2024-01-01 03:00:00,C3,56,0,3,0,0,7.499337935786222,0.0025022262353004,1
2024-01-01 04:00:00,A1,94,0,4,0,0,11.505931626906442,0.0244053182346583,1
2024-01-01 05:00:00,C3,37,0,5,0,0,8.970277117326455,0.0106191508380715,1
2024-01-01 06:00:00,A1,1,0,6,0,1,20.26180624254576,0.1425877406371989,1
2024-01-01 07:00:00,C3,73,0,7,0,0,19.521751210686546,0.1912472984139257,1
2024-01-01 08:00:00,B2,92,0,8,0,0,13.012577342775092,0.3406830312587136,1
2024-01-01 09:00:00,B2,19,0,9,0,0,16.976693293135913,0.1747539156795352,1
2024-01-01 10:00:00,C3,73,0,10,0,0,9.352165126616542,0.0255350566622318,1
2024-01-01 11:00:00,B2,91,0,11,0,0,18.9688826973157,0.2035633573010261,1
2024-01-01 12:00:00,A1,48,0,12,0,0,22.851144722448364,0.3758671756685195,1
2024-01-01 13:00:00,A1,68,0,13,0,0,10.620864342693356,0.0438681021322123,1
2024-01-01 14:00:00,A1,59,0,14,0,0,6.612318537520933,0.0171149641519733,1
2024-01-01 15:00:00,C3,81,0,15,0,0,10.018457904181256,0.1207907486886419,1
2024-01-01 16:00:00,A1,48,0,16,0,0,11.94864370393246,2.718984778849238,1
2024-01-01 17:00:00,A1,28,0,17,0,0,17.805407611358753,1.47739000777007,1
2024-01-01 18:00:00,A1,52,0,18,0,0,12.660856471300008,0.5583109376502611,1
2024-01-01 19:00:00,A1,83,0,19,0,0,15.053853069645845,0.609943014032228,1
2024-01-01 20:00:00,A1,49,0,20,0,0,21.886462580578375,0.0876249636350097,1
2024-01-01 21:00:00,C3,17,0,21,0,0,9.70483671672304,0.0151598668966481,1
2024-01-01 22:00:00,C3,11,0,22,0,0,19.696369419640245,0.2690483284850902,1
2024-01-01 23:00:00,C3,36,0,23,0,0,13.833261826345634,0.0909221231548847,1
2024-01-02 00:00:00,A1,53,1,0,0,0,23.50183931348406,1.7928441910594588,1
2024-01-02 01:00:00,B2,3,1,1,0,0,9.737950382446316,0.147385060365433,1
2024-01-02 02:00:00,B2,26,1,2,0,0,10.888321656123894,0.6728211304321196,1
2024-01-02 03:00:00,C3,25,1,3,0,0,10.66714645412443,0.7600981362655354,1
2024-01-02 04:00:00,A1,19,1,4,0,0,14.704002225152234,1.673272432138191,1
2024-01-02 05:00:00,A1,14,1,5,0,0,17.21968996837726,0.1321147077288081,1
2024-01-02 06:00:00,A1,79,1,6,0,0,17.54806956487204,0.4283894146962532,1
2024-01-02 07:00:00,C3,44,1,7,0,0,12.541675920756145,0.0813514642655143,1
2024-01-02 08:00:00,C3,97,1,8,0,0,16.04002543098039,0.6416258998512697,1
2024-01-02 09:00:00,C3,27,1,9,0,0,4.65977523354423,0.4518721540120415,1
2024-01-02 10:00:00,B2,18,1,10,0,0,17.6599116715891,0.5585407458735493,1
2024-01-02 11:00:00,B2,59,1,11,0,0,14.872564212560093,0.2037894450276486,1
2024-01-02 12:00:00,B2,90,1,12,0,1,16.890989451982165,1.412289986979663,1
2024-01-02 13:00:00,B2,76,1,13,0,0,15.489434132747052,0.285251287112134,1
2024-01-02 14:00:00,B2,45,1,14,0,0,14.972180262411038,0.3595950322197144,1
2024-01-02 15:00:00,A1,34,1,15,0,0,17.70219588304249,0.4419979434965428,1
2024-01-02 16:00:00,B2,22,1,16,0,0,14.665139303943889,0.2136650953102104,1
2024-01-02 17:00:00,B2,21,1,17,0,0,19.851260096346895,0.7437667350812949,1
2024-01-02 18:00:00,C3,26,1,18,0,0,22.22549997837873,0.6675972350936215,1
2024-01-02 19:00:00,A1,45,1,19,0,0,11.08524842863238,0.1678757806688416,1
2024-01-02 20:00:00,C3,28,1,20,0,0,24.928406769399626,1.3781377328645965,1
2024-01-02 21:00:00,A1,75,1,21,0,0,17.09835170039495,1.0490776025039128,1
2024-01-02 22:00:00,A1,43,1,22,0,0,12.774713656028965,0.3878831684832283,1
2024-01-02 23:00:00,B2,65,1,23,0,1,24.358402660387153,0.2820169243232848,1
2024-01-03 00:00:00,A1,18,2,0,0,0,16.781961103256673,0.4186966449567637,1
2024-01-03 01:00:00,A1,36,2,1,0,0,9.484500442520334,0.102042378587546,1
2024-01-03 02:00:00,A1,12,2,2,0,0,17.51281346855582,0.5705312243859757,1
2024-01-03 03:00:00,A1,70,2,3,0,0,7.140586568818188,0.049109512815984,1
2024-01-03 04:00:00,A1,71,2,4,0,1,21.072208041093432,0.5862496331864355,1
2024-01-03 05:00:00,A1,11,2,5,0,0,17.802486894180227,1.2397423221031096,1
2024-01-03 06:00:00,A1,98,2,6,0,0,11.157095590530842,1.1466596441541148,1
2024-01-03 07:00:00,A1,90,2,7,0,0,13.77481126257274,0.0605617093906457,1
2024-01-03 08:00:00,B2,37,2,8,0,0,11.80384182606278,0.4326145086509267,1
2024-01-03 09:00:00,B2,26,2,9,0,0,16.122858379559904,0.7540272442082218,1
2024-01-03 10:00:00,A1,2,2,10,0,0,18.969668548710978,0.75594661686624,1
2024-01-03 11:00:00,A1,8,2,11,0,0,11.475816656696589,0.1307339343609033,1
2024-01-03 12:00:00,B2,22,2,12,0,0,8.88013482649315,0.4521864095193904,1
2024-01-03 13:00:00,C3,54,2,13,0,0,15.207651853079357,1.215088177622626,1
2024-01-03 14:00:00,B2,42,2,14,0,0,19.25308332132724,0.3591389880826504,1
2024-01-03 15:00:00,C3,30,2,15,0,0,18.454363497185252,0.0190043878215004,1
2024-01-03 16:00:00,B2,6,2,16,0,0,15.561338403048392,0.0969422299691416,1
2024-01-03 17:00:00,C3,58,2,17,0,0,10.646802459232315,0.6758903511784536,1
2024-01-03 18:00:00,B2,96,2,18,0,0,15.796854974132614,1.0503599797308416,1
2024-01-03 19:00:00,A1,9,2,19,0,0,19.534303827659716,0.0874645050604129,1
2024-01-03 20:00:00,A1,68,2,20,0,0,6.845687313587399,0.1160553253637355,1
2024-01-03 21:00:00,C3,23,2,21,0,0,11.80941438792212,0.0379694492903905,1
2024-01-03 22:00:00,B2,42,2,22,0,0,14.615414472145613,0.6986537091567183,1
2024-01-03 23:00:00,A1,92,2,23,0,0,18.788493778352738,0.4126166677762451,1
2024-01-04 00:00:00,C3,10,3,0,0,0,19.244870872975923,0.0674250510578642,1
2024-01-04 01:00:00,C3,9,3,1,0,0,18.543258517635884,0.9141273411249472,1
2024-01-04 02:00:00,C3,27,3,2,0,1,11.915145679497485,0.0196468841224143,1
2024-01-04 03:00:00,A1,9,3,3,0,0,10.09465914550776,0.0720318317917218,1
2024-01-04 04:00:00,A1,67,3,4,0,0,12.305813625290517,0.3394742212137572,1
2024-01-04 05:00:00,A1,65,3,5,0,0,15.86921541186436,0.0840017005295607,1
2024-01-04 06:00:00,B2,39,3,6,0,0,10.290982667070873,0.8884470004289972,1
2024-01-04 07:00:00,B2,15,3,7,0,0,14.788817731816962,0.6248888728448564,1
2024-01-04 08:00:00,B2,15,3,8,0,0,15.115678948785485,0.0581304819651857,1
2024-01-04 09:00:00,C3,15,3,9,0,0,22.044850161738683,0.3205250729875101,1
2024-01-04 10:00:00,C3,61,3,10,0,0,13.652173126621047,0.906997131339327,1
2024-01-04 11:00:00,B2,6,3,11,0,1,13.275735693102106,0.7021231620101478,1
2024-01-04 12:00:00,A1,92,3,12,0,0,16.195315797278028,0.1231509125556639,1
2024-01-04 13:00:00,B2,87,3,13,0,0,14.8564192183111,0.0907132615260149,1
2024-01-04 14:00:00,C3,4,3,14,0,0,7.871839263635072,0.2756515227197839,1
2024-01-04 15:00:00,A1,51,3,15,0,0,16.17319085963255,0.6694265866485909,1
2024-01-04 16:00:00,A1,17,3,16,0,0,16.70278639031693,1.011330212221132,1
2024-01-04 17:00:00,A1,52,3,17,0,0,22.04490600483391,0.8694805579747431,1
2024-01-04 18:00:00,A1,40,3,18,0,0,22.153153912683692,0.1615609915521646,1
2024-01-04 19:00:00,B2,30,3,19,0,0,25.39268038929471,0.0077415526415457,1
2024-01-04 20:00:00,B2,1,3,20,0,0,18.468906079801855,0.8272657422644747,1
2024-01-04 21:00:00,B2,42,3,21,0,0,10.070680389651638,1.2594502448705265,1
2024-01-04 22:00:00,A1,1,3,22,0,0,18.031902010102815,0.8518985036316545,1
2024-01-04 23:00:00,B2,16,3,23,0,1,8.498344941896951,0.6567970681357026,1
2024-01-05 00:00:00,A1,37,4,0,0,0,13.767963794247606,0.0856813880457562,1
2024-01-05 01:00:00,C3,88,4,1,0,0,13.443045237736037,0.3239525157485337,1
2024-01-05 02:00:00,C3,57,4,2,0,0,9.069987342011384,1.53088159732853,1
2024-01-05 03:00:00,C3,35,4,3,0,0,11.880676745410607,0.1758972362982755,1
